product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0510,PP Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. PP Granules in 25 kg specification.,Polypropylene,Injection Grade,25 kg,91.02,box,1000,Kaveri Industrial Solutions,Madurai,In Stock,4.0
P0511,Copper Electrical Cable,Electrical,Quality-tested product with bulk supply capability. Copper Electrical Cable in 2.5 sq mm specification.,Copper,FR,2.5 sq mm,673.77,box,1000,Kaveri Industrial Solutions,Madurai,In Stock,3.5
P0512,Hydraulic Press Machine,Machinery,Quality-tested product with bulk supply capability. Hydraulic Press Machine in 100 Ton specification.,Steel,Hydraulic,100 Ton,169150.34,piece,1,Sri Lakshmi Enterprises,Erode,Limited Stock,4.3
P0513,Lead Acid Automotive Battery,Automotive,Quality-tested product with bulk supply capability. Lead Acid Automotive Battery in 35 Ah specification.,Lead Acid,Maintenance Free,35 Ah,2361.53,box,50,Evergreen Manufacturing,Ahmedabad,In Stock,4.8
P0514,Ceramic Wall Tile,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Ceramic Wall Tile in 300x450 mm specification.",Ceramic,Glossy,300x450 mm,287.5,box,1000,Techno Supply Co,Pune,In Stock,4.2
P0515,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 75 Ah specification.,Lead Acid,Maintenance Free,75 Ah,10612.75,box,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.6
P0516,Lead Acid Automotive Battery,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Lead Acid Automotive Battery in 35 Ah specification.",Lead Acid,Maintenance Free,35 Ah,8246.21,piece,250,Techno Supply Co,Pune,In Stock,4.1
P0517,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 12x10x8 inch specification.,Kraft Paper,5 Ply,12x10x8 inch,166.43,piece,100,Techno Supply Co,Pune,In Stock,3.8
P0518,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M6 specification.",Stainless Steel,304,M6,857.38,box,500,ABC Industries,Chennai,In Stock,4.0
P0519,Portland Cement,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,1183.79,kg,100,Metro Industrial Supplies,Bengaluru,In Stock,4.3
P0520,Hydraulic Press Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. Hydraulic Press Machine in 100 Ton specification.,Steel,Hydraulic,100 Ton,498594.71,piece,2,ABC Industries,Chennai,In Stock,4.8
P0521,PP Granules,Plastic,Quality-tested product with bulk supply capability. PP Granules in 1000 kg specification.,Polypropylene,Injection Grade,1000 kg,93.28,piece,250,Prime Traders,Coimbatore,In Stock,3.8
P0522,Polyester Fabric Roll,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. Polyester Fabric Roll in 2 m specification.",Polyester,Knitted,2 m,555.35,kg,1000,Universal B2B Supplies,Kolkata,Limited Stock,4.6
P0523,Industrial Air Compressor,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Air Compressor in 5 HP specification.",Cast Iron,Reciprocating,5 HP,341230.14,piece,5,Sri Lakshmi Enterprises,Erode,In Stock,4.3
P0524,Construction Plywood,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Construction Plywood in 12 mm specification.",Hardwood,MR Grade,12 mm,994.65,box,1000,Global Trade Hub,Mumbai,Limited Stock,4.6
P0525,Hydraulic Press Machine,Machinery,Quality-tested product with bulk supply capability. Hydraulic Press Machine in 100 Ton specification.,Steel,Hydraulic,100 Ton,348808.2,piece,1,Metro Industrial Supplies,Bengaluru,In Stock,4.0
P0526,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6206 specification.,Chrome Steel,6200 Series,6206,1090.02,box,1000,ABC Industries,Chennai,In Stock,5.0
P0527,Caustic Soda Flakes,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Caustic Soda Flakes in 50 kg specification.",Sodium Hydroxide,Industrial Grade,50 kg,146.67,box,10,Metro Industrial Supplies,Bengaluru,In Stock,3.6
P0528,Door Hinge,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Door Hinge in 3 inch specification.,Stainless Steel,Heavy Duty,3 inch,398.95,kg,100,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0529,LDPE Film Roll,Plastic,Quality-tested product with bulk supply capability. LDPE Film Roll in 150 micron specification.,LDPE,Film Grade,150 micron,238.88,box,1000,Metro Industrial Supplies,Bengaluru,In Stock,4.2
P0530,Portland Cement,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Portland Cement in 50 kg specification.,Cement,OPC 53 Grade,50 kg,1318.11,meter,10,ABC Industries,Chennai,In Stock,4.0
P0531,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 2 HP specification.,Cast Iron,Centrifugal,2 HP,454915.23,piece,5,Metro Industrial Supplies,Bengaluru,Limited Stock,3.6
P0532,Automotive Brake Pad,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Brake Pad in Rear specification.,Semi Metallic,OEM Grade,Rear,6844.22,box,250,Techno Supply Co,Pune,In Stock,3.6
P0533,Industrial Water Pump,Machinery,Quality-tested product with bulk supply capability. Industrial Water Pump in 10 HP specification.,Cast Iron,Centrifugal,10 HP,315219.37,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0534,MCB Circuit Breaker,Electrical,Quality-tested product with bulk supply capability. MCB Circuit Breaker in 32A specification.,Thermoplastic,B Curve,32A,1252.53,kg,250,Prime Traders,Coimbatore,In Stock,3.6
P0535,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 75 Ah specification.,Lead Acid,Maintenance Free,75 Ah,9180.09,meter,250,Sri Lakshmi Enterprises,Erode,Limited Stock,4.1
P0536,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,1794.77,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0537,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 12x10x8 inch specification.,Kraft Paper,5 Ply,12x10x8 inch,106.33,box,250,Apex Components,Delhi,In Stock,4.0
P0538,GI Steel Sheet,Steel,Reliable supplier-grade material for manufacturing and industrial use. GI Steel Sheet in 1 mm specification.,Galvanized steel,IS 277,1 mm,308.0,meter,250,Global Trade Hub,Mumbai,Limited Stock,3.6
P0539,Polyester Fabric Roll,Textiles,Industrial quality product suitable for bulk commercial procurement. Polyester Fabric Roll in 2 m specification.,Polyester,Knitted,2 m,241.67,kg,10,Global Trade Hub,Mumbai,In Stock,4.9
P0540,LED Panel Light,Electrical,Quality-tested product with bulk supply capability. LED Panel Light in 12W specification.,Aluminium,Commercial,12W,1771.23,kg,50,Global Trade Hub,Mumbai,Limited Stock,3.5
P0541,Polyester Fabric Roll,Textiles,Quality-tested product with bulk supply capability. Polyester Fabric Roll in 1.5 m specification.,Polyester,Knitted,1.5 m,528.15,box,250,Techno Supply Co,Pune,In Stock,4.5
P0542,MS Steel Plate,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. MS Steel Plate in 3 mm specification.",Mild steel,IS 2062,3 mm,143.02,box,25,National Engineering Works,Hyderabad,In Stock,4.2
P0543,Stainless Steel Pipe 304,Steel,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Pipe 304 in 4 inch specification.,Stainless steel,304,4 inch,180.38,box,1000,Apex Components,Delhi,In Stock,3.9
P0544,CNC Turning Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. CNC Turning Machine in 3 Axis specification.",Cast Iron,CNC,3 Axis,586551.87,piece,1,Techno Supply Co,Pune,Limited Stock,4.8
P0545,Automotive Brake Pad,Automotive,Industrial quality product suitable for bulk commercial procurement. Automotive Brake Pad in Front specification.,Semi Metallic,OEM Grade,Front,6082.71,meter,250,Metro Industrial Supplies,Bengaluru,In Stock,3.9
P0546,Automotive Rubber Hose,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Rubber Hose in 3/4 inch specification.",EPDM Rubber,Heat Resistant,3/4 inch,4811.79,piece,10,Kaveri Industrial Solutions,Madurai,In Stock,4.0
P0547,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,331.61,meter,1000,ABC Industries,Chennai,In Stock,3.8
P0548,PET Packaging Bottle,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,26.51,box,1000,Sri Lakshmi Enterprises,Erode,Limited Stock,3.9
P0549,Industrial Electrical Switch,Electrical,Reliable supplier-grade material for manufacturing and industrial use. Industrial Electrical Switch in 32A specification.,Polycarbonate,Heavy Duty,32A,903.7,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.8
P0550,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,345.3,piece,50,Sri Lakshmi Enterprises,Erode,In Stock,3.8
P0551,Copper Electrical Cable,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Copper Electrical Cable in 4 sq mm specification.",Copper,FR,4 sq mm,2407.65,box,100,South India Materials,Salem,In Stock,4.7
P0552,PP Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. PP Granules in 25 kg specification.,Polypropylene,Injection Grade,25 kg,245.36,box,250,ABC Industries,Chennai,In Stock,3.8
P0553,GI Steel Sheet,Steel,Quality-tested product with bulk supply capability. GI Steel Sheet in 0.5 mm specification.,Galvanized steel,IS 277,0.5 mm,368.54,piece,250,Universal B2B Supplies,Kolkata,In Stock,3.8
P0554,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 5 HP specification.,Cast Iron,Centrifugal,5 HP,119177.17,piece,1,Sri Lakshmi Enterprises,Erode,Limited Stock,4.6
P0555,GI Steel Sheet,Steel,Reliable supplier-grade material for manufacturing and industrial use. GI Steel Sheet in 2 mm specification.,Galvanized steel,IS 277,2 mm,354.68,piece,1000,Metro Industrial Supplies,Bengaluru,In Stock,3.8
P0556,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6205 specification.,Chrome Steel,6200 Series,6205,1331.61,box,500,Kaveri Industrial Solutions,Madurai,Limited Stock,4.6
P0557,Industrial Air Compressor,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Air Compressor in 15 HP specification.,Cast Iron,Reciprocating,15 HP,284675.52,piece,1,Prime Traders,Coimbatore,Limited Stock,5.0
P0558,MS Steel Plate,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. MS Steel Plate in 3 mm specification.",Mild steel,IS 2062,3 mm,187.74,meter,50,Metro Industrial Supplies,Bengaluru,Limited Stock,3.7
P0559,Caustic Soda Flakes,Chemicals,Industrial quality product suitable for bulk commercial procurement. Caustic Soda Flakes in 25 kg specification.,Sodium Hydroxide,Industrial Grade,25 kg,423.45,meter,10,Kaveri Industrial Solutions,Madurai,In Stock,4.7
P0560,Engine Oil Filter,Automotive,Quality-tested product with bulk supply capability. Engine Oil Filter in Medium specification.,Steel,OEM Grade,Medium,3983.01,kg,25,South India Materials,Salem,In Stock,4.8
P0561,PVC Resin,Plastic,Industrial quality product suitable for bulk commercial procurement. PVC Resin in 500 kg specification.,PVC,K67,500 kg,219.17,piece,500,Universal B2B Supplies,Kolkata,In Stock,3.7
P0562,Door Hinge,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Door Hinge in 3 inch specification.,Stainless Steel,Heavy Duty,3 inch,1061.5,kg,1000,Techno Supply Co,Pune,Limited Stock,4.3
P0563,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 3 inch specification.,Carbon steel,IS 2062,3 inch,402.38,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0564,MS Steel Plate,Steel,Reliable supplier-grade material for manufacturing and industrial use. MS Steel Plate in 8 mm specification.,Mild steel,IS 2062,8 mm,350.16,meter,50,National Engineering Works,Hyderabad,In Stock,4.8
P0565,100% Cotton T-Shirt,Textiles,Industrial quality product suitable for bulk commercial procurement. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,477.74,meter,250,ABC Industries,Chennai,Limited Stock,3.9
P0566,Construction Plywood,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Construction Plywood in 12 mm specification.",Hardwood,MR Grade,12 mm,800.96,kg,25,South India Materials,Salem,In Stock,3.6
P0567,Copper Electrical Cable,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Copper Electrical Cable in 4 sq mm specification.",Copper,FR,4 sq mm,465.99,kg,500,ABC Industries,Chennai,In Stock,4.9
P0568,Stainless Steel Pipe 304,Steel,Reliable supplier-grade material for manufacturing and industrial use. Stainless Steel Pipe 304 in 4 inch specification.,Stainless steel,304,4 inch,139.69,box,250,Sri Lakshmi Enterprises,Erode,Limited Stock,4.6
P0569,Corrugated Shipping Box,Packaging,Quality-tested product with bulk supply capability. Corrugated Shipping Box in 12x10x8 inch specification.,Kraft Paper,5 Ply,12x10x8 inch,84.09,box,50,National Engineering Works,Hyderabad,In Stock,3.9
P0570,Copper Electrical Cable,Electrical,Reliable supplier-grade material for manufacturing and industrial use. Copper Electrical Cable in 4 sq mm specification.,Copper,FR,4 sq mm,1374.39,piece,500,Global Trade Hub,Mumbai,In Stock,3.7
P0571,Automotive Brake Pad,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Brake Pad in Rear specification.",Semi Metallic,OEM Grade,Rear,8310.55,box,100,Universal B2B Supplies,Kolkata,In Stock,4.3
P0572,AAC Block,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. AAC Block in 600x200x100 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,1017.12,meter,100,Evergreen Manufacturing,Ahmedabad,In Stock,4.6
P0573,100% Cotton T-Shirt,Textiles,Reliable supplier-grade material for manufacturing and industrial use. 100% Cotton T-Shirt in S specification.,Cotton,Combed,S,482.61,kg,500,ABC Industries,Chennai,Limited Stock,4.1
P0574,Stretch Film Roll,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. Stretch Film Roll in 50 micron specification.",LLDPE,Industrial,50 micron,57.02,kg,100,Apex Components,Delhi,In Stock,4.7
P0575,Calcium Carbonate Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Calcium Carbonate Powder in 1000 kg specification.",Calcium Carbonate,Industrial Grade,1000 kg,195.77,kg,10,Techno Supply Co,Pune,In Stock,4.1
P0576,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,601.62,box,500,Metro Industrial Supplies,Bengaluru,Limited Stock,4.7
P0577,Industrial Electrical Switch,Electrical,Quality-tested product with bulk supply capability. Industrial Electrical Switch in 16A specification.,Polycarbonate,Heavy Duty,16A,1216.27,box,100,Apex Components,Delhi,In Stock,4.8
P0578,Calcium Carbonate Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Calcium Carbonate Powder in 1000 kg specification.",Calcium Carbonate,Industrial Grade,1000 kg,58.42,box,1000,Techno Supply Co,Pune,In Stock,5.0
P0579,Caustic Soda Flakes,Chemicals,Quality-tested product with bulk supply capability. Caustic Soda Flakes in 50 kg specification.,Sodium Hydroxide,Industrial Grade,50 kg,331.93,piece,250,South India Materials,Salem,In Stock,4.4
P0580,Calcium Carbonate Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Calcium Carbonate Powder in 1000 kg specification.,Calcium Carbonate,Industrial Grade,1000 kg,172.17,kg,100,ABC Industries,Chennai,In Stock,4.2
P0581,Citric Acid Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,100.5,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.2
P0582,MS Steel Plate,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. MS Steel Plate in 5 mm specification.",Mild steel,IS 2062,5 mm,205.84,meter,500,Metro Industrial Supplies,Bengaluru,In Stock,3.7
P0583,PP Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. PP Granules in 25 kg specification.,Polypropylene,Injection Grade,25 kg,78.41,meter,500,Universal B2B Supplies,Kolkata,In Stock,4.0
P0584,Stainless Steel Pipe 304,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Pipe 304 in 3 inch specification.",Stainless steel,304,3 inch,409.0,kg,250,Kaveri Industrial Solutions,Madurai,In Stock,4.4
P0585,Citric Acid Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Citric Acid Powder in 50 kg specification.",Citric Acid,Food Grade,50 kg,136.65,box,250,Metro Industrial Supplies,Bengaluru,Limited Stock,4.5
P0586,Citric Acid Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Citric Acid Powder in 25 kg specification.",Citric Acid,Food Grade,25 kg,101.51,kg,25,National Engineering Works,Hyderabad,In Stock,3.9
P0587,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,190.12,box,250,Prime Traders,Coimbatore,In Stock,3.7
P0588,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M6 specification.,Carbon Steel,Grade 8.8,M6,82.59,box,500,South India Materials,Salem,Limited Stock,4.4
P0589,Calcium Carbonate Powder,Chemicals,Quality-tested product with bulk supply capability. Calcium Carbonate Powder in 25 kg specification.,Calcium Carbonate,Industrial Grade,25 kg,391.28,kg,1000,Universal B2B Supplies,Kolkata,In Stock,3.6
P0590,Hex Bolt,Hardware,Quality-tested product with bulk supply capability. Hex Bolt in M12 specification.,Carbon Steel,Grade 8.8,M12,1027.35,kg,500,National Engineering Works,Hyderabad,In Stock,4.9
P0591,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 24W specification.",Aluminium,Commercial,24W,556.38,box,1000,South India Materials,Salem,Limited Stock,4.2
P0592,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 50 micron specification.",LDPE,Film Grade,50 micron,180.09,piece,50,Global Trade Hub,Mumbai,In Stock,4.3
P0593,Industrial Air Compressor,Machinery,Quality-tested product with bulk supply capability. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,398434.56,piece,2,Techno Supply Co,Pune,Limited Stock,4.4
P0594,Polyester Fabric Roll,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. Polyester Fabric Roll in 2 m specification.",Polyester,Knitted,2 m,879.64,meter,10,Sri Lakshmi Enterprises,Erode,In Stock,4.7
P0595,Construction Plywood,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Construction Plywood in 12 mm specification.,Hardwood,MR Grade,12 mm,1419.31,piece,25,Evergreen Manufacturing,Ahmedabad,Limited Stock,3.7
P0596,Construction Plywood,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Construction Plywood in 12 mm specification.",Hardwood,MR Grade,12 mm,184.8,meter,25,Techno Supply Co,Pune,Limited Stock,3.6
P0597,LDPE Film Roll,Plastic,Reliable supplier-grade material for manufacturing and industrial use. LDPE Film Roll in 100 micron specification.,LDPE,Film Grade,100 micron,218.35,kg,10,Kaveri Industrial Solutions,Madurai,In Stock,4.8
P0598,Carbon Steel Pipe,Steel,Quality-tested product with bulk supply capability. Carbon Steel Pipe in 2 inch specification.,Carbon steel,IS 2062,2 inch,276.56,meter,250,Kaveri Industrial Solutions,Madurai,In Stock,3.8
P0599,Stretch Film Roll,Packaging,Industrial quality product suitable for bulk commercial procurement. Stretch Film Roll in 50 micron specification.,LLDPE,Industrial,50 micron,79.61,box,250,Apex Components,Delhi,In Stock,4.4
P0600,Lead Acid Automotive Battery,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Lead Acid Automotive Battery in 35 Ah specification.",Lead Acid,Maintenance Free,35 Ah,889.57,kg,10,National Engineering Works,Hyderabad,In Stock,4.8
P0601,Carbon Steel Pipe,Steel,Quality-tested product with bulk supply capability. Carbon Steel Pipe in 4 inch specification.,Carbon steel,IS 2062,4 inch,298.36,box,500,Universal B2B Supplies,Kolkata,Limited Stock,4.1
P0602,Engine Oil Filter,Automotive,Quality-tested product with bulk supply capability. Engine Oil Filter in Large specification.,Steel,OEM Grade,Large,5777.23,piece,250,Sri Lakshmi Enterprises,Erode,In Stock,4.8
P0603,LED Panel Light,Electrical,Quality-tested product with bulk supply capability. LED Panel Light in 18W specification.,Aluminium,Commercial,18W,147.61,kg,25,Sri Lakshmi Enterprises,Erode,Limited Stock,5.0
P0604,Copper Electrical Cable,Electrical,Quality-tested product with bulk supply capability. Copper Electrical Cable in 2.5 sq mm specification.,Copper,FR,2.5 sq mm,2038.14,meter,1000,Apex Components,Delhi,In Stock,4.2
P0605,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 5 HP specification.,Cast Iron,Centrifugal,5 HP,154801.03,piece,2,Global Trade Hub,Mumbai,Limited Stock,4.8
P0606,Cotton Grey Fabric,Textiles,Quality-tested product with bulk supply capability. Cotton Grey Fabric in 58 inch specification.,Cotton,Greige,58 inch,569.55,kg,10,Techno Supply Co,Pune,In Stock,3.7
P0607,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M8 specification.,Carbon Steel,Grade 8.8,M8,1097.48,box,500,Universal B2B Supplies,Kolkata,In Stock,3.9
P0608,PVC Resin,Plastic,Quality-tested product with bulk supply capability. PVC Resin in 1000 kg specification.,PVC,K67,1000 kg,277.82,kg,100,ABC Industries,Chennai,Limited Stock,4.4
P0609,PET Packaging Bottle,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. PET Packaging Bottle in 500 ml specification.",PET,Food Grade,500 ml,75.86,piece,1000,National Engineering Works,Hyderabad,In Stock,3.6
P0610,Stainless Steel Nut,Hardware,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Nut in M6 specification.,Stainless Steel,304,M6,1485.57,kg,1000,Apex Components,Delhi,In Stock,4.2
P0611,Copper Electrical Cable,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Copper Electrical Cable in 4 sq mm specification.",Copper,FR,4 sq mm,435.44,box,50,National Engineering Works,Hyderabad,In Stock,4.6
P0612,Ceramic Wall Tile,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,280.53,meter,50,Universal B2B Supplies,Kolkata,In Stock,4.7
P0613,Industrial Polyester Yarn,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,792.37,box,10,Techno Supply Co,Pune,In Stock,4.8
P0614,Industrial Water Pump,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Water Pump in 2 HP specification.,Cast Iron,Centrifugal,2 HP,278106.38,piece,5,Apex Components,Delhi,In Stock,4.4
P0615,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,190.09,piece,50,National Engineering Works,Hyderabad,Limited Stock,4.1
P0616,Titanium Dioxide,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Titanium Dioxide in 25 kg specification.",Titanium Dioxide,Rutile Grade,25 kg,357.58,meter,100,South India Materials,Salem,In Stock,4.3
P0617,Industrial Air Compressor,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,244652.35,piece,2,Kaveri Industrial Solutions,Madurai,In Stock,4.9
P0618,PET Packaging Bottle,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. PET Packaging Bottle in 1 L specification.",PET,Food Grade,1 L,215.3,box,250,Apex Components,Delhi,In Stock,3.9
P0619,Construction Plywood,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Construction Plywood in 12 mm specification.",Hardwood,MR Grade,12 mm,1350.87,piece,250,Apex Components,Delhi,In Stock,4.0
P0620,Stainless Steel Pipe 304,Steel,Quality-tested product with bulk supply capability. Stainless Steel Pipe 304 in 1 inch specification.,Stainless steel,304,1 inch,232.16,kg,500,ABC Industries,Chennai,In Stock,3.8
P0621,Calcium Carbonate Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Calcium Carbonate Powder in 25 kg specification.,Calcium Carbonate,Industrial Grade,25 kg,60.67,kg,10,ABC Industries,Chennai,In Stock,4.6
P0622,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 1000 kg specification.,HDPE,Injection Grade,1000 kg,156.47,piece,10,Sri Lakshmi Enterprises,Erode,In Stock,3.9
P0623,LDPE Film Roll,Plastic,Reliable supplier-grade material for manufacturing and industrial use. LDPE Film Roll in 100 micron specification.,LDPE,Film Grade,100 micron,229.21,box,50,South India Materials,Salem,In Stock,3.9
P0624,MS Steel Plate,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. MS Steel Plate in 10 mm specification.",Mild steel,IS 2062,10 mm,448.5,box,1000,Global Trade Hub,Mumbai,In Stock,4.2
P0625,Stainless Steel Nut,Hardware,Quality-tested product with bulk supply capability. Stainless Steel Nut in M12 specification.,Stainless Steel,304,M12,968.93,piece,100,Sri Lakshmi Enterprises,Erode,In Stock,4.4
P0626,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 150 micron specification.",LDPE,Film Grade,150 micron,93.76,kg,10,National Engineering Works,Hyderabad,Limited Stock,3.5
P0627,Stainless Steel Nut,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Stainless Steel Nut in M6 specification.",Stainless Steel,304,M6,997.58,box,100,ABC Industries,Chennai,Limited Stock,4.4
P0628,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 55 Ah specification.,Lead Acid,Maintenance Free,55 Ah,4936.37,kg,250,South India Materials,Salem,In Stock,4.1
P0629,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,1023.39,box,50,Global Trade Hub,Mumbai,In Stock,4.3
P0630,Corrugated Shipping Box,Packaging,Industrial quality product suitable for bulk commercial procurement. Corrugated Shipping Box in 18x12x10 inch specification.,Kraft Paper,5 Ply,18x12x10 inch,163.71,piece,1000,National Engineering Works,Hyderabad,Limited Stock,4.5
P0631,Titanium Dioxide,Chemicals,Quality-tested product with bulk supply capability. Titanium Dioxide in 25 kg specification.,Titanium Dioxide,Rutile Grade,25 kg,359.98,meter,10,Apex Components,Delhi,In Stock,3.7
P0632,100% Cotton T-Shirt,Textiles,Quality-tested product with bulk supply capability. 100% Cotton T-Shirt in M specification.,Cotton,Combed,M,423.24,box,100,Kaveri Industrial Solutions,Madurai,In Stock,3.6
P0633,GI Steel Sheet,Steel,Reliable supplier-grade material for manufacturing and industrial use. GI Steel Sheet in 0.5 mm specification.,Galvanized steel,IS 277,0.5 mm,123.73,meter,500,South India Materials,Salem,In Stock,4.9
